Буква,к-сть,Частота,Ентропія,Загальна Ентропія,Надлишковість
мч,128,0.0005551507581277541,0.0060038626129604936,,
щу,38,0.000164810381319177,0.0020711564478308477,,
ую,276,0.0011970438222129696,0.011618876406437767,,
пт,35,0.00015179903542555777,0.0019256542168133487,,
рж,65,0.0002819124943617501,0.003324443211541482,,
йт,191,0.000828389021893758,0.008480553040707193,,
мд,77,0.00033395787793622704,0.0038565610140528575,,
лг,87,0.00037732903091495785,0.004290943960622859,,
иж,109,0.00047274556746816556,0.005222254089280518,,
юс,123,0.0005334651816383887,0.005800003239492499,,
зя,55,0.00023854134138301934,0.002870480805105677,,
ьт,199,0.0008630859442767426,0.008784668394315279,,
тт,76,0.000329620762638354,0.003812692133023342,,
ыч,73,0.0003166094167447347,0.0036805870703279374,,
тя,138,0.0005985219111064848,0.0064079601143253685,,
оа,57,0.00024721557197876547,0.002962122832544362,,
йз,48,0.00020818153429790777,0.0025460331575491296,,
аэ,92,0.00039901460740432323,0.0045053819921217495,,
яр,86,0.0003729919156170848,0.004247843801283535,,
кш,10,4.3371152978730786e-05,0.0006285739859009506,,
нц,91,0.00039467749210645017,0.004462633453409332,,
шт,19,8.24051906595885e-05,0.0011179834145750125,,
дт,67,0.0002905867249574963,0.0034140289200187885,,
зе,212,0.0009194684431490927,0.009274597565622215,,
ту,572,0.002480829950383401,0.021471487550412744,,
нд,280,0.0012143922834044621,0.011762056884293402,,
вр,244,0.0010582561326810311,0.010459904610564801,,
зи,158,0.0006852642170639465,0.007202847836314427,,
ид,568,0.0024634814891919088,0.02134627810966878,,
вл,216,0.000936816904340585,0.009424326786468656,,
ял,251,0.0010886159397661428,0.01071556154359436,,
сы,102,0.00044238576038305405,0.004929242383877053,,
яу,73,0.0003166094167447347,0.0036805870703279374,,
ур,299,0.0012967974740640505,0.012437365543112132,,
кл,235,0.0010192220950001735,0.010129351077401023,,
зз,33,0.0001431248048298116,0.0018277665398947305,,
ву,214,0.0009281426737448389,0.009349520654791438,,
гр,378,0.0016394295825960237,0.015168970333444403,,
яя,54,0.00023420422608514625,0.0028244901487874566,,
чо,26,0.00011276499774470004,0.0014788445032552218,,
нк,107,0.00046407133687241943,0.005138831664268138,,
ищ,65,0.0002819124943617501,0.003324443211541482,,
лы,269,0.0011666840151278582,0.011367434511343845,,
вь,158,0.0006852642170639465,0.007202847836314427,,
ба,308,0.0013358315117449082,0.012754581032721615,,
уг,288,0.0012490892057874466,0.012047350188278657,,
ши,460,0.0019950730370216162,0.017894493824596003,,
дс,150,0.0006505672946809618,0.006886914543114733,,
дл,128,0.0005551507581277541,0.0060038626129604936,,
хи,159,0.0006896013323618195,0.007242158586699468,,
дв,262,0.0011363242080427466,0.01111485271210831,,
яо,127,0.000550813642829881,0.0059631900651955245,,
рв,158,0.0006852642170639465,0.007202847836314427,,
зб,56,0.0002428784566808924,0.002916357689068928,,
тг,48,0.00020818153429790777,0.0025460331575491296,,
ук,330,0.001431248048298116,0.013523162296553088,,
тз,43,0.0001864959578085424,0.00231041785845031,,
ах,326,0.0014138995871066237,0.013384121411997359,,
хе,21,9.107942125533465e-05,0.0012225149298897612,,
нэ,6,2.6022691787238472e-05,0.0003963222200553566,,
тм,76,0.000329620762638354,0.003812692133023342,,
сс,264,0.0011449984386384929,0.011187137003242366,,
нм,20,8.674230595746157e-05,0.0011704056658444397,,
мр,68,0.00029492384025536935,0.003458680976369436,,
уэ,28,0.0001214392283404462,0.0015796180728749102,,
ьх,23,9.975365185108081e-05,0.001325852801732599,,
нж,16,6.939384476596926e-05,0.0009586643609179695,,
ув,387,0.0016784636202768813,0.015473156932125722,,
мы,199,0.0008630859442767426,0.008784668394315279,,
мж,23,9.975365185108081e-05,0.001325852801732599,,
мс,263,0.0011406613233406197,0.011151006753397408,,
ии,338,0.0014659449706811007,0.01380033754820036,,
ды,139,0.0006028590264043579,0.006448114856960202,,
нт,254,0.001101627285659762,0.010824752844731287,,
ьз,110,0.0004770826827660387,0.0052638789274453155,,
яи,228,0.0009888622879150619,0.009870766754347324,,
вк,225,0.0009758509420214427,0.00975953560729614,,
ац,17,7.373096006384234e-05,0.0010121321642200436,,
тр,763,0.003309218972277159,0.02726562645497494,,
пя,104,0.0004510599909788002,0.005013258031063287,,
вв,148,0.0006418930640852157,0.0068075194835890435,,
хн,180,0.0007806807536171542,0.008058951553564113,,
вм,96,0.00041636306859581555,0.004675703246502443,,
кв,273,0.0011840324763193505,0.011511253285625817,,
ыд,66,0.0002862496096596232,0.0033692834701298377,,
чл,7,3.035980708511155e-05,0.0004556241323889506,,
юд,102,0.00044238576038305405,0.004929242383877053,,
ря,277,0.0012013809375108428,0.011654705328266287,,
чш,22,9.541653655320773e-05,0.0012743261224288029,,
хр,55,0.00023854134138301934,0.002870480805105677,,
ыи,83,0.00035998056972346554,0.004118103324650005,,
хб,33,0.0001431248048298116,0.0018277665398947305,,
ьш,99,0.0004293744144894348,0.004802757273949334,,
аф,71,0.0003079351861489886,0.003592090322155563,,
ящ,109,0.00047274556746816556,0.005222254089280518,,
зп,38,0.000164810381319177,0.0020711564478308477,,
оц,44,0.00019083307310641546,0.0023578191717511902,,
фо,56,0.0002428784566808924,0.002916357689068928,,
ич,577,0.002502515526872766,0.021627753363595136,,
чк,135,0.0005855105652128656,0.006287222505960374,,
сб,63,0.00027323826376600397,0.003234472387838011,,
яч,115,0.0004987682592554041,0.005471159974659808,,
хш,11,4.7708268276603865e-05,0.0006848713294910053,,
зы,98,0.00042503729919156173,0.004760470000310246,,
кс,145,0.0006288817181915964,0.006688109078597431,,
рч,63,0.00027323826376600397,0.003234472387838011,,
еф,48,0.00020818153429790777,0.0025460331575491296,,
фи,101,0.00043804864508518093,0.0048871428399253885,,
юи,55,0.00023854134138301934,0.002870480805105677,,
жж,3,1.3011345893619236e-05,0.00021117245592129754,,
дш,50,0.00021685576489365393,0.002639346436459889,,
ср,60,0.0002602269178723847,0.0030987670910273446,,
яю,41,0.00017782172721279624,0.0022151751826099153,,
йа,40,0.00017348461191492315,0.002167326719773956,,
дг,27,0.00011710211304257312,0.0015293471874363014,,
др,262,0.0011363242080427466,0.01111485271210831,,
ха,156,0.0006765899864682003,0.007124107276147599,,
нс,177,0.000767669407723535,0.00794324979380398,,
рш,114,0.0004944311439575309,0.005429814521131194,,
дк,136,0.0005898476805107387,0.0063275142722281335,,
ьл,43,0.0001864959578085424,0.00231041785845031,,
дз,22,9.541653655320773e-05,0.0012743261224288029,,
яг,101,0.00043804864508518093,0.0048871428399253885,,
зс,44,0.00019083307310641546,0.0023578191717511902,,
хл,53,0.00022986711078727318,0.0027783836129801,,
ша,280,0.0012143922834044621,0.011762056884293402,,
зл,118,0.0005117796051490233,0.005594871740182046,,
ыр,97,0.0004207001838936886,0.0047181188772495025,,
бя,112,0.0004857569133617848,0.005346958464776071,,
йх,27,0.00011710211304257312,0.0015293471874363014,,
яй,19,8.24051906595885e-05,0.0011179834145750125,,
зг,84,0.0003643176850213386,0.004161424349516367,,
гз,11,4.7708268276603865e-05,0.0006848713294910053,,
еа,97,0.0004207001838936886,0.0047181188772495025,,
лч,108,0.0004684084521702925,0.005180571845404621,,
лп,260,0.0011276499774470004,0.011042472891271927,,
фл,19,8.24051906595885e-05,0.0011179834145750125,,
нч,60,0.0002602269178723847,0.0030987670910273446,,
йи,152,0.000659241525276708,0.0069661427407699756,,
ыг,57,0.00024721557197876547,0.002962122832544362,,
яд,261,0.0011319870927448735,0.011078674788567592,,
зр,97,0.0004207001838936886,0.0047181188772495025,,
уф,30,0.00013011345893619236,0.0016794970044498646,,
хч,18,7.806807536171542e-05,0.0010652316882142777,,
хп,104,0.0004510599909788002,0.005013258031063287,,
рс,70,0.00030359807085111553,0.0035477103627755816,,
шн,92,0.00039901460740432323,0.0045053819921217495,,
сю,22,9.541653655320773e-05,0.0012743261224288029,,
рп,54,0.00023420422608514625,0.0028244901487874566,,
иф,43,0.0001864959578085424,0.00231041785845031,,
тп,177,0.000767669407723535,0.00794324979380398,,
ьф,11,4.7708268276603865e-05,0.0006848713294910053,,
рь,182,0.0007893549842129003,0.008135911922605765,,
юр,51,0.00022119288019152702,0.0026858140721300536,,
уо,100,0.00043371152978730786,0.00484498134313247,,
мш,17,7.373096006384234e-05,0.0010121321642200436,,
зк,87,0.00037732903091495785,0.004290943960622859,,
бз,3,1.3011345893619236e-05,0.00021117245592129754,,
тб,48,0.00020818153429790777,0.0025460331575491296,,
йэ,22,9.541653655320773e-05,0.0012743261224288029,,
ыб,120,0.0005204538357447694,0.00567708034630992,,
лл,185,0.0008023663301065196,0.008251095090433348,,
йр,75,0.0003252836473404809,0.0037687409188978476,,
тж,39,0.00016914749661705008,0.002119321812271,,
еэ,83,0.00035998056972346554,0.004118103324650005,,
ют,125,0.0005421394122341348,0.005881696770771699,,
цв,30,0.00013011345893619236,0.0016794970044498646,,
шь,99,0.0004293744144894348,0.004802757273949334,,
цм,1,4.337115297873079e-06,7.72649837488654e-05,,
юп,82,0.0003556434544255925,0.004074706910794239,,
кп,74,0.00032094653204260785,0.0037247062738371296,,
ащ,105,0.00045539710627667324,0.005055175314054591,,
яш,22,9.541653655320773e-05,0.0012743261224288029,,
дд,14,6.07196141702231e-05,0.0008505286506076782,,
вч,65,0.0002819124943617501,0.003324443211541482,,
мь,15,6.505672946809618e-05,0.0009048052316930285,,
рю,66,0.0002862496096596232,0.0033692834701298377,,
