Буква,к-сть,Частота,Ентропія,Загальна Ентропія,Надлишковість
ва,1711,0.006243727990950061,0.045725171448374874,,
шк,116,0.00042330359260678383,0.0047435483752232615,,
в ,1864,0.0068020508329228015,0.0489735041966312,,
ни,1963,0.007163318554199281,0.05103976349620756,,
це,219,0.0007991679894903935,0.008222810131856292,,
от,1895,0.006915175068878063,0.049623424284879106,,
оч,481,0.0017552502417574397,0.016067749504158988,,
ь ,2594,0.009465944131224114,0.0636399009401846,,
пе,562,0.0020508329228018317,0.018313065005128786,,
ре,1452,0.005298593245388363,0.040058291678808956,,
ли,1624,0.005926250296494974,0.04384633901742019,,
