Буква,к-сть,Частота,Ентропія,Загальна Ентропія,Надлишковість
шь,215,0.00046623989452135593,0.005159709030600673,,
тг,85,0.00018432740015960584,0.0022866628416215807,,
хл,135,0.0002927552826064328,0.00343636653558662,,
нэ,13,2.819124943617501e-05,0.00042609362468615545,,
хр,140,0.00030359807085111553,0.0035477103627755816,,
сс,559,0.0012122237257555255,0.011744178983623815,,
нп,219,0.0004749141251171021,0.005243073651235606,,
лз,99,0.0002146872072447174,0.002616065844219385,,
юи,111,0.00024070989903195587,0.0028934333399237328,,
уэ,46,9.975365185108081e-05,0.001325852801732599,,
ьх,38,8.24051906595885e-05,0.0011179834145750125,,
шо,148,0.00032094653204260785,0.0037247062738371296,,
нж,24,5.2045383574476944e-05,0.0007405990565362363,,
нх,20,4.3371152978730786e-05,0.0006285739859009506,,
мс,509,0.0011037958433086986,0.010842929768677238,,
ыу,72,0.00015613615072343083,0.0019743272257051244,,
мж,50,0.00010842788244682697,0.0014281011006767716,,
ша,574,0.0012447520904895735,0.01201176537029201,,
щн,29,6.288817181915965e-05,0.0008777208926619133,,
ды,279,0.0006050275840532945,0.006468175327168125,,
ьл,77,0.00016697893896811352,0.0020952594459945424,,
ха,288,0.0006245446028937233,0.006648219697033051,,
ац,36,7.806807536171542e-05,0.0010652316882142777,,
хт,70,0.00015179903542555777,0.0019256542168133487,,
хс,166,0.00035998056972346554,0.004118103324650005,,
вв,289,0.0006267131605426599,0.0066681698005723496,,
мэ,48,0.00010409076714895389,0.0013771073459235186,,
яэ,73,0.00015830470837236736,0.001998598243536336,,
ыд,130,0.0002819124943617501,0.003324443211541482,,
яч,219,0.0004749141251171021,0.005243073651235606,,
чл,20,4.3371152978730786e-05,0.0006285739859009506,,
йэ,36,7.806807536171542e-05,0.0010652316882142777,,
йр,146,0.0003166094167447347,0.0036805870703279374,,
чш,32,6.939384476596926e-05,0.0009586643609179695,,
ыи,165,0.000357812012074529,0.00409641459828733,,
хб,57,0.00012360778598938273,0.0016046692022615638,,
ьш,198,0.0004293744144894348,0.004802757273949334,,
хш,24,5.2045383574476944e-05,0.0007405990565362363,,
